Wall time,Step,Value
1714828076.7986465,0,0.7761132717132568
1714833157.0480971,1,0.8487665057182312
1714838055.1661446,2,0.8585391044616699
1714843026.7570724,3,0.8639812469482422
1714849207.6652806,4,0.8680455684661865
1714854088.100847,5,0.8699181079864502
1714858744.7473078,6,0.8714327812194824
1714861201.7449236,7,0.8726334571838379
1714863745.329833,8,0.875924825668335
1714866081.0165124,9,0.8756799101829529
1714868490.31812,10,0.8776572346687317
1714870736.181493,11,0.879080057144165
1714873175.3411977,12,0.8793773055076599
1714875407.7998302,13,0.8798862099647522
1714877793.3206608,14,0.8805004954338074
1714880073.360307,15,0.882266640663147
1714882473.0657494,16,0.882070779800415
1714884677.2930698,17,0.8820973634719849
1714887085.9118783,18,0.8833931684494019
1714889309.7144666,19,0.8836057186126709
1714891713.8917158,20,0.8834741115570068
1714893955.642608,21,0.8847917318344116
1714896270.959523,22,0.8856220245361328
1714898482.2901301,23,0.8854060173034668
1714900807.9066737,24,0.8864878416061401
1714903071.053666,25,0.8860948085784912
1714905386.3607059,26,0.8864505290985107
1714907662.3843207,27,0.8872419595718384
1714909935.658202,28,0.8874990940093994
1714912244.358722,29,0.8882935047149658
1714914559.8320928,30,0.8871878385543823
1714916912.8549826,31,0.8877874612808228
1714919250.7576122,32,0.8876355886459351
1714921623.4515793,33,0.8890222311019897
1714923950.4297082,34,0.8892394304275513
1714926236.0590818,35,0.8892034888267517
1714928514.4152577,36,0.8885074853897095
1714930792.8035946,37,0.8892653584480286
1714933073.3789232,38,0.8884344100952148
1714935818.9541771,39,0.8894741535186768
1714938494.924042,40,0.889814555644989
1714941185.5221727,41,0.8894175291061401
1714944373.9381514,42,0.888617992401123
1714946835.5070262,43,0.8891371488571167
1714949568.5532484,44,0.8895894289016724
1714951925.241781,45,0.8905647993087769
1714954308.5136545,46,0.8892261385917664
1714956662.9528713,47,0.8903438448905945
1714959245.1270714,48,0.8901906609535217
1714961787.2110035,49,0.8900378942489624
1714964765.3272204,50,0.8905924558639526
1714967166.2741106,51,0.8901804685592651
1714969830.5128593,52,0.8904615044593811
1714972117.879213,53,0.8918734788894653
1714974558.3100314,54,0.8900891542434692
1714977013.0274518,55,0.8912922143936157
1714981677.1763911,56,0.8915459513664246
1714988677.7379026,57,0.8916865587234497
1714995287.6826785,58,0.891371488571167
1715001827.3880298,59,0.8915448188781738
1715007947.0701716,60,0.8908548355102539
1715013574.1033404,61,0.8914877772331238
1715019099.1877337,62,0.8913491368293762
1715024171.3616185,63,0.8913785815238953
1715029111.4395788,64,0.8921906352043152
1715034410.4443867,65,0.8920994997024536
1715039246.9004529,66,0.8916332721710205
1715045084.9614367,67,0.8924465179443359
1715049007.078592,68,0.8911677002906799
1715052575.3107517,69,0.8930132389068604
1715054824.2127366,70,0.8918800950050354
1715056997.6691499,71,0.8916225433349609
1715059366.1387134,72,0.8920086622238159
1715061590.2049308,73,0.8926693201065063
1715063700.3364234,74,0.8930882215499878
1715065873.3456497,75,0.8923150300979614
1715068387.6741612,76,0.8934217691421509
1715071120.4795113,77,0.8929712772369385
1715073791.6161351,78,0.8923178911209106
1715076333.7422214,79,0.8928568959236145
1715078843.4848516,80,0.8917447328567505
1715081184.8961334,81,0.8937363028526306
1715085425.190916,82,0.8942798972129822
1715088371.9712234,83,0.8932682871818542
1715091012.9491107,84,0.8933945894241333
1715093467.927879,85,0.8925449252128601
1715095989.4496078,86,0.8923405408859253
1715098448.1353784,87,0.8933220505714417
1715100787.6915689,88,0.8934428691864014
1715103218.8675706,89,0.8935103416442871
1715105380.913707,90,0.8937549591064453
1715107518.0610392,91,0.8932986259460449
1715109646.9801486,92,0.8938593864440918
1715111776.7629364,93,0.8927515745162964
1715114029.4049702,94,0.8933892250061035
1715116556.016394,95,0.8938226699829102
1715118853.2345994,96,0.8929219245910645
1715142545.2623544,97,0.894155740737915
1715144978.0913842,98,0.8928778171539307
1715147186.6610959,99,0.8938868045806885
