Wall time,Step,Value
1714080716.8196485,0,0.7190410494804382
1714083580.6997895,1,0.8361732363700867
1714085421.0699291,2,0.8656539916992188
1714087792.8550515,3,0.8834084272384644
1714090255.9467056,4,0.8956036567687988
1714092353.8732767,5,0.902725338935852
1714094641.889033,6,0.908036470413208
1714096541.2652142,7,0.912137508392334
1714098844.6293113,8,0.9150800704956055
1714100416.3242352,9,0.9179412126541138
1714102090.388851,10,0.9200538396835327
1714104140.0438576,11,0.9220221042633057
1714105812.8228872,12,0.9239784479141235
1714107731.3807998,13,0.925731897354126
1714109541.7837687,14,0.9270235300064087
1714111392.176386,15,0.9288285970687866
1714113243.3892856,16,0.9303137063980103
1714114236.873088,17,0.9312523603439331
1714115559.4821022,18,0.9322210550308228
1714116472.6395667,19,0.9334462881088257
1714117287.8064735,20,0.9344980120658875
1714118104.6709363,21,0.9353235960006714
1714118915.0493214,22,0.936145007610321
1714119739.1529436,23,0.9369247555732727
1714120553.8367722,24,0.9376447200775146
1714121769.1423826,25,0.938186526298523
1714123186.2514718,26,0.938762903213501
1714124265.5654879,27,0.9393297433853149
1714125080.9748456,28,0.9400972127914429
1714125897.2999363,29,0.9404661655426025
1714126715.402855,30,0.9409488439559937
1714127532.9496517,31,0.9416976571083069
1714128354.8111944,32,0.9419053792953491
1714129180.450241,33,0.9423408508300781
1714130001.345213,34,0.9429450035095215
1714130825.1666598,35,0.9432854652404785
1714131645.9203446,36,0.9438318014144897
1714132466.9036894,37,0.9441319704055786
1714133287.7963986,38,0.9445191025733948
1714134107.4110458,39,0.9447963833808899
1714134927.621379,40,0.9452519416809082
1714135752.1314185,41,0.9455348253250122
1714136574.8035975,42,0.9458808302879333
1714137396.3096774,43,0.9462668895721436
1714138216.2523391,44,0.9465820789337158
1714139037.6884573,45,0.9469531774520874
1714139858.8945482,46,0.9471209645271301
1714140680.3486729,47,0.9472703337669373
1714141501.30338,48,0.9477899074554443
1714144369.8429987,49,0.9480630159378052
1714145552.4833245,50,0.9481529593467712
1714146375.0960484,51,0.9484840631484985
1714147196.8126721,52,0.9487523436546326
1714148016.777629,53,0.9489473104476929
1714148837.8274817,54,0.9490848779678345
1714149659.7845137,55,0.9493565559387207
1714150481.173283,56,0.9495505094528198
1714151304.857453,57,0.9498576521873474
1714152127.2274249,58,0.9499813318252563
1714152951.8995347,59,0.9502847194671631
1714153770.40102,60,0.9504685401916504
1714154595.8282208,61,0.9506227970123291
1714155417.8080885,62,0.9509382843971252
1714156238.3327806,63,0.9510849714279175
1714157064.9108229,64,0.9512169361114502
1714157889.5257967,65,0.9514615535736084
1714158711.6237023,66,0.9516447186470032
1714159533.3139222,67,0.9517868757247925
1714160358.8983014,68,0.9519237279891968
1714161178.8648765,69,0.9522441625595093
1714161999.606437,70,0.95224928855896
1714162820.4213653,71,0.9524592161178589
1714163643.2995527,72,0.95261549949646
1714164467.303138,73,0.9526572227478027
1714165290.2002327,74,0.9530357122421265
1714166110.8631635,75,0.9530061483383179
1714166932.7052615,76,0.953117311000824
1714167754.6242104,77,0.953284502029419
1714168577.505555,78,0.9534047245979309
1714169399.01655,79,0.9536423683166504
1714170220.7576466,80,0.953755259513855
1714171044.0808425,81,0.9540534019470215
1714171867.2767854,82,0.9540725350379944
1714172687.527704,83,0.9542553424835205
1714173508.4750772,84,0.9542803764343262
1714174329.0586393,85,0.9545882344245911
1714175151.8461733,86,0.9545367956161499
1714175980.2368383,87,0.9547765254974365
1714176801.0921016,88,0.9549093246459961
1714177623.62498,89,0.9549891948699951
1714178445.13325,90,0.9551706314086914
1714179264.4818325,91,0.955193817615509
1714180089.6652706,92,0.9553505778312683
1714180911.7926533,93,0.955390214920044
1714181734.2302783,94,0.955597996711731
1714182639.2687507,95,0.9557898044586182
1714183459.7373073,96,0.9558553695678711
1714184282.15663,97,0.9559135437011719
1714185106.6724856,98,0.9561685919761658
1714185929.5350144,99,0.9561667442321777
