Wall time,Step,Value
1713107985.5017447,0,0.47442781925201416
1713116232.231308,1,0.36360374093055725
1713123244.8901055,2,0.31754183769226074
1713130044.0279014,3,0.2888779044151306
1713266557.5062346,4,0.26851484179496765
1713271792.8252025,5,0.25305500626564026
1713275934.0360143,6,0.24078887701034546
1713280562.145382,7,0.2307562530040741
1713284463.3918226,8,0.22235237061977386
1713288257.7602468,9,0.2151741236448288
1713292507.611135,10,0.20896518230438232
1713296373.170526,11,0.20353280007839203
1713300233.153387,12,0.19870804250240326
1713304137.091914,13,0.19439803063869476
1713308771.0768225,14,0.1905408650636673
1713313807.1533053,15,0.18701840937137604
1713319862.7926278,16,0.18381117284297943
1713324599.8380587,17,0.1808944195508957
1713329596.7827446,18,0.1781836897134781
1713334630.9451354,19,0.17568843066692352
1713339383.1280189,20,0.1733434796333313
1713343679.255696,21,0.171189084649086
1713348297.1946018,22,0.16917327046394348
1713355023.4610684,23,0.16728359460830688
1713360640.9928303,24,0.16550353169441223
1713363423.1994085,25,0.16384708881378174
1713365055.8840654,26,0.16225293278694153
1713367226.8891935,27,0.1607564091682434
1713368892.6902516,28,0.15934036672115326
1713370510.6425679,29,0.15799354016780853
1713372666.065896,30,0.1567128300666809
1713373357.7391315,31,0.15549781918525696
1713376942.0081234,32,0.15433193743228912
1713379666.616975,33,0.15322789549827576
1713406190.3056884,34,0.15215663611888885
1713408265.4351678,35,0.15113329887390137
1713409254.0168743,36,0.15016134083271027
1713409977.514787,37,0.14924302697181702
1713410651.010786,38,0.14834171533584595
1713411651.4954815,39,0.14746591448783875
1713412327.536987,40,0.14664334058761597
1713412998.4858153,41,0.14583463966846466
1713413667.8911397,42,0.1450679749250412
1713414338.7731266,43,0.14431698620319366
1713415008.7869518,44,0.14360147714614868
1713415680.6675265,45,0.14289891719818115
1713416346.2465463,46,0.14223188161849976
1713417007.6667418,47,0.14157527685165405
1713417666.22693,48,0.14096330106258392
1713418323.5908656,49,0.14034536480903625
1713418983.5374906,50,0.1397477388381958
1713419647.1571972,51,0.139170840382576
1713420307.97508,52,0.13861145079135895
1713420964.0998473,53,0.13807044923305511
1713421622.3623092,54,0.1375512033700943
1713422282.5255454,55,0.13702471554279327
1713422942.4534223,56,0.13653059303760529
1713423602.7293553,57,0.13604170083999634
1713424260.4768682,58,0.13558417558670044
1713424921.134762,59,0.13512533903121948
1713425577.399051,60,0.1346745491027832
1713426236.6158378,61,0.13423384726047516
1713426897.9523468,62,0.13381187617778778
1713427559.6553988,63,0.133403018116951
1713428220.5652514,64,0.13299284875392914
1713429063.4982564,65,0.13261188566684723
1713429845.5015664,66,0.1322193145751953
1713430515.6667752,67,0.13184665143489838
1713431177.387118,68,0.13147616386413574
1713431845.2943096,69,0.13112208247184753
1713432505.6970508,70,0.13077133893966675
1713433168.127396,71,0.13042806088924408
1713433837.351749,72,0.13009421527385712
1713434499.0661175,73,0.12976251542568207
1713435156.9108427,74,0.12944763898849487
1713435819.0223396,75,0.12914565205574036
1713436489.5597224,76,0.1288301944732666
1713437172.5394297,77,0.1285298466682434
1713437859.687265,78,0.12824299931526184
1713438543.233695,79,0.1279584914445877
1713439232.2674456,80,0.1276761293411255
1713439942.716373,81,0.12741227447986603
1713440998.5992544,82,0.12713995575904846
1713442308.018278,83,0.12687523663043976
1713443593.1399913,84,0.12662063539028168
1713445283.8705714,85,0.1263655126094818
1713446642.5466962,86,0.12612128257751465
1713448396.9487438,87,0.1258818358182907
1713449834.6219604,88,0.12563638389110565
1713451342.5380514,89,0.12540598213672638
1713452733.6853414,90,0.12518616020679474
1713454550.0956712,91,0.12495943158864975
1713456228.2862244,92,0.12474329024553299
1713456919.1837564,93,0.1245233565568924
1713457611.0004468,94,0.12430986762046814
1713458301.33131,95,0.12410520017147064
1713458994.081831,96,0.12390201538801193
1713459698.059142,97,0.12370394170284271
1713460404.0501661,98,0.12350655347108841
1713461094.9630065,99,0.12331908196210861
