2024-04-06 05:37:11,351 - INFO - Epoch: 0 |Total training time: 0h:2m:19s | Train Loss: 0.5760 | Train Balanced Accuracy: 51.9153 %
2024-04-06 05:37:11,356 - INFO - Epoch: 0 |Total validation time:0h:1m:18s | Validation Loss: 0.4665 | Validation Balanced Accuracy: 49.9908 % 
2024-04-06 05:37:11,356 - INFO - Epoch: 0 |Total testing time: 0h:1m:19s | Test Loss: 0.5830 | Test Balanced Accuracy: 57.1752 %
2024-04-06 05:39:46,907 - INFO - Epoch: 1 |Total training time: 0h:1m:27s | Train Loss: 0.4989 | Train Balanced Accuracy: 60.0914 %
2024-04-06 05:39:46,910 - INFO - Epoch: 1 |Total validation time:0h:0m:27s | Validation Loss: 0.4264 | Validation Balanced Accuracy: 66.7493 % 
2024-04-06 05:39:46,910 - INFO - Epoch: 1 |Total testing time: 0h:0m:40s | Test Loss: 0.5280 | Test Balanced Accuracy: 66.8274 %
2024-04-06 05:42:05,374 - INFO - Epoch: 2 |Total training time: 0h:1m:13s | Train Loss: 0.4474 | Train Balanced Accuracy: 69.8330 %
2024-04-06 05:42:05,381 - INFO - Epoch: 2 |Total validation time:0h:0m:30s | Validation Loss: 0.3960 | Validation Balanced Accuracy: 76.2310 % 
2024-04-06 05:42:05,381 - INFO - Epoch: 2 |Total testing time: 0h:0m:33s | Test Loss: 0.4936 | Test Balanced Accuracy: 73.6318 %
2024-04-06 05:45:06,600 - INFO - Epoch: 3 |Total training time: 0h:1m:28s | Train Loss: 0.4140 | Train Balanced Accuracy: 74.4213 %
2024-04-06 05:45:06,605 - INFO - Epoch: 3 |Total validation time:0h:0m:48s | Validation Loss: 0.3722 | Validation Balanced Accuracy: 77.5264 % 
2024-04-06 05:45:06,605 - INFO - Epoch: 3 |Total testing time: 0h:0m:44s | Test Loss: 0.4691 | Test Balanced Accuracy: 75.6409 %
2024-04-06 05:47:27,195 - INFO - Epoch: 4 |Total training time: 0h:1m:8s | Train Loss: 0.3896 | Train Balanced Accuracy: 77.1338 %
2024-04-06 05:47:27,206 - INFO - Epoch: 4 |Total validation time:0h:0m:32s | Validation Loss: 0.3638 | Validation Balanced Accuracy: 83.4307 % 
2024-04-06 05:47:27,206 - INFO - Epoch: 4 |Total testing time: 0h:0m:39s | Test Loss: 0.4524 | Test Balanced Accuracy: 81.7310 %
2024-04-06 05:50:18,335 - INFO - Epoch: 5 |Total training time: 0h:1m:21s | Train Loss: 0.3707 | Train Balanced Accuracy: 79.5010 %
2024-04-06 05:50:18,337 - INFO - Epoch: 5 |Total validation time:0h:0m:46s | Validation Loss: 0.3497 | Validation Balanced Accuracy: 83.2319 % 
2024-04-06 05:50:18,337 - INFO - Epoch: 5 |Total testing time: 0h:0m:43s | Test Loss: 0.4373 | Test Balanced Accuracy: 82.5190 %
2024-04-06 05:52:47,728 - INFO - Epoch: 6 |Total training time: 0h:1m:14s | Train Loss: 0.3551 | Train Balanced Accuracy: 81.1480 %
2024-04-06 05:52:47,729 - INFO - Epoch: 6 |Total validation time:0h:0m:33s | Validation Loss: 0.3387 | Validation Balanced Accuracy: 83.5252 % 
2024-04-06 05:52:47,729 - INFO - Epoch: 6 |Total testing time: 0h:0m:41s | Test Loss: 0.4253 | Test Balanced Accuracy: 83.2911 %
2024-04-06 05:55:14,920 - INFO - Epoch: 7 |Total training time: 0h:1m:21s | Train Loss: 0.3419 | Train Balanced Accuracy: 82.5167 %
2024-04-06 05:55:14,925 - INFO - Epoch: 7 |Total validation time:0h:0m:33s | Validation Loss: 0.3301 | Validation Balanced Accuracy: 84.1694 % 
2024-04-06 05:55:14,925 - INFO - Epoch: 7 |Total testing time: 0h:0m:32s | Test Loss: 0.4153 | Test Balanced Accuracy: 84.4002 %
2024-04-06 05:57:44,825 - INFO - Epoch: 8 |Total training time: 0h:1m:22s | Train Loss: 0.3306 | Train Balanced Accuracy: 83.8458 %
2024-04-06 05:57:44,836 - INFO - Epoch: 8 |Total validation time:0h:0m:34s | Validation Loss: 0.3210 | Validation Balanced Accuracy: 83.7541 % 
2024-04-06 05:57:44,836 - INFO - Epoch: 8 |Total testing time: 0h:0m:33s | Test Loss: 0.4066 | Test Balanced Accuracy: 84.5049 %
2024-04-06 06:00:11,616 - INFO - Epoch: 9 |Total training time: 0h:1m:9s | Train Loss: 0.3207 | Train Balanced Accuracy: 85.0725 %
2024-04-06 06:00:11,617 - INFO - Epoch: 9 |Total validation time:0h:0m:38s | Validation Loss: 0.3149 | Validation Balanced Accuracy: 84.2574 % 
2024-04-06 06:00:11,617 - INFO - Epoch: 9 |Total testing time: 0h:0m:38s | Test Loss: 0.3994 | Test Balanced Accuracy: 84.8903 %
2024-04-06 06:02:37,561 - INFO - Epoch: 10 |Total training time: 0h:1m:21s | Train Loss: 0.3116 | Train Balanced Accuracy: 86.1684 %
2024-04-06 06:02:37,562 - INFO - Epoch: 10 |Total validation time:0h:0m:29s | Validation Loss: 0.3082 | Validation Balanced Accuracy: 83.8550 % 
2024-04-06 06:02:37,562 - INFO - Epoch: 10 |Total testing time: 0h:0m:35s | Test Loss: 0.3931 | Test Balanced Accuracy: 84.7633 %
2024-04-06 06:05:06,194 - INFO - Epoch: 11 |Total training time: 0h:1m:19s | Train Loss: 0.3040 | Train Balanced Accuracy: 86.6993 %
2024-04-06 06:05:06,202 - INFO - Epoch: 11 |Total validation time:0h:0m:30s | Validation Loss: 0.3028 | Validation Balanced Accuracy: 84.0930 % 
2024-04-06 06:05:06,202 - INFO - Epoch: 11 |Total testing time: 0h:0m:38s | Test Loss: 0.3874 | Test Balanced Accuracy: 84.9584 %
2024-04-06 06:07:49,573 - INFO - Epoch: 12 |Total training time: 0h:1m:13s | Train Loss: 0.2966 | Train Balanced Accuracy: 87.3711 %
2024-04-06 06:07:49,574 - INFO - Epoch: 12 |Total validation time:0h:0m:43s | Validation Loss: 0.2992 | Validation Balanced Accuracy: 85.0172 % 
2024-04-06 06:07:49,574 - INFO - Epoch: 12 |Total testing time: 0h:0m:45s | Test Loss: 0.3826 | Test Balanced Accuracy: 85.4497 %
2024-04-06 06:10:14,428 - INFO - Epoch: 13 |Total training time: 0h:1m:6s | Train Loss: 0.2900 | Train Balanced Accuracy: 88.0149 %
2024-04-06 06:10:14,432 - INFO - Epoch: 13 |Total validation time:0h:0m:38s | Validation Loss: 0.2977 | Validation Balanced Accuracy: 86.3786 % 
