Wall time,Step,Value
1714262951.8697877,0,0.6890851855278015
1714266434.375302,1,0.8110093474388123
1714268976.7854605,2,0.8298755884170532
1714271234.5524747,3,0.8392772674560547
1714273517.3733053,4,0.845428466796875
1714275622.5342398,5,0.8493831157684326
1714277824.676074,6,0.8514169454574585
1714280154.7357934,7,0.8537151217460632
1714282254.3220613,8,0.8551950454711914
1714284354.0474856,9,0.858705997467041
1714286763.9852605,10,0.8592187166213989
1714289009.6454418,11,0.8583517074584961
1714291477.8622155,12,0.8611235618591309
1714293788.2617764,13,0.8629699945449829
1714295968.5654268,14,0.863567054271698
1714298318.0236695,15,0.8633428812026978
1714300600.8150783,16,0.8644484281539917
1714302955.7962792,17,0.8646206855773926
1714305711.4582675,18,0.8655321002006531
1714308344.9092357,19,0.8661978840827942
1714310818.1505525,20,0.8647419214248657
1714313418.30176,21,0.8669359683990479
1714316142.8372042,22,0.8677839040756226
1714319138.682498,23,0.8686707615852356
1714322932.9198425,24,0.8671908378601074
1714326038.762293,25,0.8692904114723206
1714328943.3493562,26,0.8691823482513428
1714331861.210109,27,0.8702312111854553
1714334556.4417622,28,0.870225191116333
1714338043.068583,29,0.8708993792533875
1714343326.5442255,30,0.8706754446029663
1714348184.702154,31,0.871050238609314
1714386282.2176082,32,0.8695163726806641
1714388739.8072133,33,0.8706381320953369
1714390118.367309,34,0.8703518509864807
1714391115.2128365,35,0.8710244297981262
1714392091.0130455,36,0.8718769550323486
1714393069.3209417,37,0.8728469610214233
1714394046.414046,38,0.871307373046875
1714395027.9911635,39,0.8728963136672974
1714396006.9845924,40,0.8729161024093628
1714396987.744891,41,0.8729958534240723
1714397970.5024617,42,0.8729503154754639
1714398956.3711362,43,0.8712658882141113
1714399934.73699,44,0.8737779855728149
1714400913.117657,45,0.8733032941818237
1714401889.6662903,46,0.8729406595230103
1714402861.8925455,47,0.8742446899414062
1714403838.2151535,48,0.8731628656387329
1714404816.8541083,49,0.874950647354126
1714405793.160077,50,0.8745979070663452
1714406771.4416263,51,0.8728963136672974
1714407760.6408243,52,0.8746602535247803
1714408775.3385866,53,0.8725683689117432
1714409772.8462908,54,0.8754334449768066
1714410775.5174663,55,0.8749187588691711
1714411776.9177856,56,0.8752543330192566
1714412770.9252982,57,0.8751582503318787
1714413759.3398116,58,0.8760123252868652
1714414744.8482034,59,0.8756697773933411
1714415734.0652704,60,0.8755826354026794
1714416721.2612505,61,0.8757989406585693
1714417688.475689,62,0.8749167919158936
1714418658.5001082,63,0.8758487701416016
1714419627.43422,64,0.8747824430465698
1714420587.3078456,65,0.875537633895874
1714421549.5882728,66,0.8763803243637085
1714422514.5813332,67,0.8743847608566284
1714423498.0665746,68,0.876025915145874
1714424485.1321096,69,0.8755627870559692
1714425471.3020787,70,0.875504732131958
1714426464.0347767,71,0.8767277002334595
1714427461.1183844,72,0.8760896921157837
1714428449.5812273,73,0.8770061731338501
1714429432.189637,74,0.876754879951477
1714430421.1459332,75,0.8767145872116089
1714431411.4071636,76,0.8765547275543213
1714432398.4547546,77,0.8766348361968994
1714433393.2261162,78,0.8767728805541992
1714434389.624322,79,0.8775708675384521
1714435384.8117323,80,0.8769103288650513
1714436378.5232847,81,0.8769734501838684
1714437374.5599208,82,0.8758357167243958
1714438371.356933,83,0.8771307468414307
1714439359.2246752,84,0.8775440454483032
1714440349.1669343,85,0.8763972520828247
1714441341.8151762,86,0.8761091232299805
1714442328.5293133,87,0.8777046203613281
1714443317.5433533,88,0.8772979974746704
1714444312.9927394,89,0.8776624202728271
1714445303.5551648,90,0.8769010305404663
1714446292.9613094,91,0.8772408962249756
1714447281.6643276,92,0.8775856494903564
1714448268.0742047,93,0.8772763609886169
1714449254.8284247,94,0.8769885301589966
1714450239.7462344,95,0.8773479461669922
1714451224.5640497,96,0.8768444061279297
1714452212.43359,97,0.877625584602356
1714453197.4960914,98,0.8781073093414307
1714454183.0239367,99,0.8779159188270569
